"household_language","state","speakers","total_speakers_by_language","percent_speakers","total_speakers_by_state","percent_speakers_by_state"
"German","Montana",9553,1379830,0.69,952635,1
"German","Nebraska",7063,1379830,0.51,1776556,0.4
"German","Nevada",11829,1379830,0.86,2744626,0.43
"German","New Hampshire",6521,1379830,0.47,1234766,0.53
"German","New Jersey",29940,1379830,2.17,8410259,0.36
"German","New Mexico",7931,1379830,0.57,1800441,0.44
"German","New York",76463,1379830,5.54,17870301,0.43
"German","North Carolina",33116,1379830,2.4,9147135,0.36
"German","North Dakota",7042,1379830,0.51,691239,1.02
"German","Ohio",62243,1379830,4.51,10674943,0.58
"German","Oklahoma",13127,1379830,0.95,3496942,0.38
"German","Oregon",24446,1379830,1.77,3856566,0.63
"German","Pennsylvania",59182,1379830,4.29,11689113,0.51
"German","Rhode Island",2815,1379830,0.2,966639,0.29
"German","South Carolina",19970,1379830,1.45,4451500,0.45
"German","South Dakota",7579,1379830,0.55,780990,0.97
"German","Tennessee",19930,1379830,1.44,6096043,0.33
"German","Texas",101485,1379830,7.35,25732230,0.39
"German","Utah",17124,1379830,1.24,2890269,0.59
"German","Vermont",3817,1379830,0.28,563783,0.68
"German","Virginia",44821,1379830,3.25,7632032,0.59
"German","Washington",43673,1379830,3.17,6985060,0.63
"German","West Virginia",3472,1379830,0.25,1562854,0.22
"German","Wisconsin",45510,1379830,3.3,5356572,0.85
"German","Wyoming",3116,1379830,0.23,516070,0.6
"Swiss German","Alabama",0,25797,0,4273154,0
"Swiss German","Alaska",241,25797,0.93,643509,0.04
"Swiss German","Arizona",526,25797,2.04,6481034,0.01
"Swiss German","Arkansas",26,25797,0.1,2656747,0
"Swiss German","California",3350,25797,12.99,34885769,0.01
"Swiss German","Colorado",903,25797,3.5,5205618,0.02
"Swiss German","Connecticut",159,25797,0.62,3243543,0
"Swiss German","Delaware",0,25797,0,868386,0
"Swiss German","District of Columbia",66,25797,0.26,586792,0.01
"Swiss German","Florida",824,25797,3.19,18666465,0
"Swiss German","Georgia",142,25797,0.55,9270184,0
"Swiss German","Hawaii",246,25797,0.95,1268826,0.02
"Swiss German","Idaho",1036,25797,4.02,1608055,0.06
"Swiss German","Illinois",181,25797,0.7,11513071,0
"Swiss German","Indiana",3689,25797,14.3,6051758,0.06
"Swiss German","Iowa",0,25797,0,2869061,0
"Swiss German","Kansas",241,25797,0.93,2631827,0.01
"Swiss German","Kentucky",1129,25797,4.38,3999146,0.03
"Swiss German","Louisiana",137,25797,0.53,3954844,0
"Swiss German","Maine",0,25797,0,1231579,0
"Swiss German","Maryland",292,25797,1.13,5533146,0.01
"Swiss German","Massachusetts",613,25797,2.38,6355905,0.01
"Swiss German","Michigan",578,25797,2.24,9080289,0.01
"Swiss German","Minnesota",519,25797,2.01,5150715,0.01
"Swiss German","Mississippi",14,25797,0.05,2541044,0
"Swiss German","Missouri",2477,25797,9.6,5508462,0.04
"Swiss German","Montana",58,25797,0.22,952635,0.01
"Swiss German","Nebraska",0,25797,0,1776556,0
"Swiss German","Nevada",78,25797,0.3,2744626,0
"Swiss German","New Hampshire",131,25797,0.51,1234766,0.01
"Swiss German","New Jersey",621,25797,2.41,8410259,0.01
"Swiss German","New Mexico",72,25797,0.28,1800441,0
"Swiss German","New York",2309,25797,8.95,17870301,0.01
"Swiss German","North Carolina",154,25797,0.6,9147135,0
"Swiss German","North Dakota",0,25797,0,691239,0
"Swiss German","Ohio",605,25797,2.35,10674943,0.01
"Swiss German","Oklahoma",105,25797,0.41,3496942,0
"Swiss German","Oregon",292,25797,1.13,3856566,0.01
"Swiss German","Pennsylvania",756,25797,2.93,11689113,0.01
"Swiss German","Rhode Island",0,25797,0,966639,0
"Swiss German","South Carolina",65,25797,0.25,4451500,0
"Swiss German","South Dakota",0,25797,0,780990,0
"Swiss German","Tennessee",154,25797,0.6,6096043,0
"Swiss German","Texas",1089,25797,4.22,25732230,0
"Swiss German","Utah",590,25797,2.29,2890269,0.02
"Swiss German","Vermont",14,25797,0.05,563783,0
"Swiss German","Virginia",385,25797,1.49,7632032,0.01
"Swiss German","Washington",541,25797,2.1,6985060,0.01
"Swiss German","West Virginia",85,25797,0.33,1562854,0.01
"Swiss German","Wisconsin",211,25797,0.82,5356572,0
"Swiss German","Wyoming",93,25797,0.36,516070,0.02
"Pennsylvania German","Alabama",157,236745,0.07,4273154,0
"Pennsylvania German","Alaska",0,236745,0,643509,0
"Pennsylvania German","Arizona",52,236745,0.02,6481034,0
"Pennsylvania German","Arkansas",316,236745,0.13,2656747,0.01
"Pennsylvania German","California",26,236745,0.01,34885769,0
"Pennsylvania German","Colorado",938,236745,0.4,5205618,0.02
"Pennsylvania German","Connecticut",24,236745,0.01,3243543,0
"Pennsylvania German","Delaware",3354,236745,1.42,868386,0.39
"Pennsylvania German","District of Columbia",0,236745,0,586792,0
"Pennsylvania German","Florida",974,236745,0.41,18666465,0.01
"Pennsylvania German","Georgia",154,236745,0.07,9270184,0
"Pennsylvania German","Hawaii",0,236745,0,1268826,0
"Pennsylvania German","Idaho",243,236745,0.1,1608055,0.02
"Pennsylvania German","Illinois",4127,236745,1.74,11513071,0.04
"Pennsylvania German","Indiana",27510,236745,11.62,6051758,0.45
"Pennsylvania German","Iowa",4847,236745,2.05,2869061,0.17
"Pennsylvania German","Kansas",850,236745,0.36,2631827,0.03
"Pennsylvania German","Kentucky",7755,236745,3.28,3999146,0.19
"Pennsylvania German","Louisiana",0,236745,0,3954844,0
"Pennsylvania German","Maine",605,236745,0.26,1231579,0.05
"Pennsylvania German","Maryland",1559,236745,0.66,5533146,0.03
"Pennsylvania German","Massachusetts",0,236745,0,6355905,0
"Pennsylvania German","Michigan",11622,236745,4.91,9080289,0.13
"Pennsylvania German","Minnesota",1176,236745,0.5,5150715,0.02
"Pennsylvania German","Mississippi",126,236745,0.05,2541044,0
"Pennsylvania German","Missouri",7389,236745,3.12,5508462,0.13
"Pennsylvania German","Montana",707,236745,0.3,952635,0.07
"Pennsylvania German","Nebraska",35,236745,0.01,1776556,0
"Pennsylvania German","Nevada",22,236745,0.01,2744626,0
"Pennsylvania German","New Hampshire",0,236745,0,1234766,0
"Pennsylvania German","New Jersey",99,236745,0.04,8410259,0
"Pennsylvania German","New Mexico",0,236745,0,1800441,0
"Pennsylvania German","New York",15082,236745,6.37,17870301,0.08
"Pennsylvania German","North Carolina",888,236745,0.38,9147135,0.01
"Pennsylvania German","North Dakota",0,236745,0,691239,0
"Pennsylvania German","Ohio",51352,236745,21.69,10674943,0.48
"Pennsylvania German","Oklahoma",775,236745,0.33,3496942,0.02
"Pennsylvania German","Oregon",75,236745,0.03,3856566,0
"Pennsylvania German","Pennsylvania",77574,236745,32.77,11689113,0.66
"Pennsylvania German","Rhode Island",0,236745,0,966639,0
"Pennsylvania German","South Carolina",286,236745,0.12,4451500,0.01
"Pennsylvania German","South Dakota",275,236745,0.12,780990,0.04
"Pennsylvania German","Tennessee",3087,236745,1.3,6096043,0.05
"Pennsylvania German","Texas",174,236745,0.07,25732230,0
"Pennsylvania German","Utah",0,236745,0,2890269,0
"Pennsylvania German","Vermont",0,236745,0,563783,0
"Pennsylvania German","Virginia",1027,236745,0.43,7632032,0.01
"Pennsylvania German","Washington",189,236745,0.08,6985060,0
"Pennsylvania German","West Virginia",619,236745,0.26,1562854,0.04
"Pennsylvania German","Wisconsin",10637,236745,4.49,5356572,0.2
"Pennsylvania German","Wyoming",38,236745,0.02,516070,0.01
"Yiddish","Alabama",66,216318,0.03,4273154,0
"Yiddish","Alaska",66,216318,0.03,643509,0.01
"Yiddish","Arizona",322,216318,0.15,6481034,0
"Yiddish","Arkansas",0,216318,0,2656747,0
"Yiddish","California",3697,216318,1.71,34885769,0.01
"Yiddish","Colorado",155,216318,0.07,5205618,0
"Yiddish","Connecticut",214,216318,0.1,3243543,0.01
"Yiddish","Delaware",68,216318,0.03,868386,0.01
"Yiddish","District of Columbia",0,216318,0,586792,0
"Yiddish","Florida",3965,216318,1.83,18666465,0.02
"Yiddish","Georgia",378,216318,0.17,9270184,0
"Yiddish","Hawaii",4,216318,0,1268826,0
"Yiddish","Idaho",0,216318,0,1608055,0
"Yiddish","Illinois",1342,216318,0.62,11513071,0.01
"Yiddish","Indiana",92,216318,0.04,6051758,0
"Yiddish","Iowa",712,216318,0.33,2869061,0.02
"Yiddish","Kansas",102,216318,0.05,2631827,0
"Yiddish","Kentucky",0,216318,0,3999146,0
"Yiddish","Louisiana",36,216318,0.02,3954844,0
"Yiddish","Maine",82,216318,0.04,1231579,0.01
"Yiddish","Maryland",656,216318,0.3,5533146,0.01
"Yiddish","Massachusetts",578,216318,0.27,6355905,0.01
"Yiddish","Michigan",460,216318,0.21,9080289,0.01
"Yiddish","Minnesota",939,216318,0.43,5150715,0.02
"Yiddish","Mississippi",0,216318,0,2541044,0
"Yiddish","Missouri",58,216318,0.03,5508462,0
"Yiddish","Montana",0,216318,0,952635,0
"Yiddish","Nebraska",0,216318,0,1776556,0
"Yiddish","Nevada",511,216318,0.24,2744626,0.02
"Yiddish","New Hampshire",0,216318,0,1234766,0
"Yiddish","New Jersey",10754,216318,4.97,8410259,0.13
"Yiddish","New Mexico",284,216318,0.13,1800441,0.02
"Yiddish","New York",185225,216318,85.63,17870301,1.04
"Yiddish","North Carolina",176,216318,0.08,9147135,0
"Yiddish","North Dakota",0,216318,0,691239,0
"Yiddish","Ohio",838,216318,0.39,10674943,0.01
"Yiddish","Oklahoma",1,216318,0,3496942,0
"Yiddish","Oregon",109,216318,0.05,3856566,0
"Yiddish","Pennsylvania",2602,216318,1.2,11689113,0.02
"Yiddish","Rhode Island",61,216318,0.03,966639,0.01
"Yiddish","South Carolina",0,216318,0,4451500,0
"Yiddish","South Dakota",0,216318,0,780990,0
"Yiddish","Tennessee",582,216318,0.27,6096043,0.01
"Yiddish","Texas",314,216318,0.15,25732230,0
"Yiddish","Utah",0,216318,0,2890269,0
"Yiddish","Vermont",0,216318,0,563783,0
"Yiddish","Virginia",104,216318,0.05,7632032,0
"Yiddish","Washington",193,216318,0.09,6985060,0
"Yiddish","West Virginia",42,216318,0.02,1562854,0
"Yiddish","Wisconsin",530,216318,0.25,5356572,0.01
"Yiddish","Wyoming",0,216318,0,516070,0
"Dutch","Alabama",728,203368,0.36,4273154,0.02
"Dutch","Alaska",1028,203368,0.51,643509,0.16
"Dutch","Arizona",3401,203368,1.67,6481034,0.05
"Dutch","Arkansas",958,203368,0.47,2656747,0.04
"Dutch","California",30179,203368,14.84,34885769,0.09
"Dutch","Colorado",2769,203368,1.36,5205618,0.05
"Dutch","Connecticut",1900,203368,0.93,3243543,0.06
"Dutch","Delaware",886,203368,0.44,868386,0.1
"Dutch","District of Columbia",416,203368,0.2,586792,0.07
"Dutch","Florida",15180,203368,7.46,18666465,0.08
"Dutch","Georgia",4011,203368,1.97,9270184,0.04
"Dutch","Hawaii",872,203368,0.43,1268826,0.07
"Dutch","Idaho",1244,203368,0.61,1608055,0.08
"Dutch","Illinois",4264,203368,2.1,11513071,0.04
"Dutch","Indiana",12039,203368,5.92,6051758,0.2
"Dutch","Iowa",2534,203368,1.25,2869061,0.09
"Dutch","Kansas",689,203368,0.34,2631827,0.03
